,ages_ranges,genders,behavior,scholarities,audience,topic,country_code
3734,45+,1,Locals,No Degree,234922,Human Rights,Alaska
3735,18-24,2,Locals,No Degree,710027,Human Rights,Alaska
3736,25-44,2,Locals,No Degree,846354,Human Rights,Alaska
3737,45+,2,Locals,No Degree,187441,Human Rights,Alaska
3738,18-24,1,Locals,High School,243677,Human Rights,Alaska
3739,25-44,1,Locals,High School,252202,Human Rights,Alaska
3740,45+,1,Locals,High School,926288,Human Rights,Alaska
3741,18-24,2,Locals,High School,869168,Human Rights,Alaska
3742,25-44,2,Locals,High School,856943,Human Rights,Alaska
3743,45+,2,Locals,High School,600645,Human Rights,Alaska
3744,18-24,1,Expats,Graduated,25416,Human Rights,Arizona
3745,25-44,1,Expats,Graduated,457062,Human Rights,Arizona
3746,45+,1,Expats,Graduated,993118,Human Rights,Arizona
3747,18-24,2,Expats,Graduated,141084,Human Rights,Arizona
3748,25-44,2,Expats,Graduated,839997,Human Rights,Arizona
3749,45+,2,Expats,Graduated,382841,Human Rights,Arizona
3750,18-24,1,Expats,No Degree,514396,Human Rights,Arizona
3751,25-44,1,Expats,No Degree,903885,Human Rights,Arizona
3752,45+,1,Expats,No Degree,220963,Human Rights,Arizona
3753,18-24,2,Expats,No Degree,116573,Human Rights,Arizona
3754,25-44,2,Expats,No Degree,939655,Human Rights,Arizona
3755,45+,2,Expats,No Degree,556426,Human Rights,Arizona
3756,18-24,1,Expats,High School,36248,Human Rights,Arizona
3757,25-44,1,Expats,High School,996807,Human Rights,Arizona
3758,45+,1,Expats,High School,563776,Human Rights,Arizona
3759,18-24,2,Expats,High School,281360,Human Rights,Arizona
3760,25-44,2,Expats,High School,836905,Human Rights,Arizona
3761,45+,2,Expats,High School,556549,Human Rights,Arizona
3762,18-24,1,Locals,Graduated,508121,Human Rights,Arizona
3763,25-44,1,Locals,Graduated,647156,Human Rights,Arizona
3764,45+,1,Locals,Graduated,345935,Human Rights,Arizona
3765,18-24,2,Locals,Graduated,657317,Human Rights,Arizona
3766,25-44,2,Locals,Graduated,472701,Human Rights,Arizona
3767,45+,2,Locals,Graduated,521086,Human Rights,Arizona
3768,18-24,1,Locals,No Degree,111552,Human Rights,Arizona
3769,25-44,1,Locals,No Degree,164590,Human Rights,Arizona
3770,45+,1,Locals,No Degree,591955,Human Rights,Arizona
3771,18-24,2,Locals,No Degree,809903,Human Rights,Arizona
3772,25-44,2,Locals,No Degree,526734,Human Rights,Arizona
3773,45+,2,Locals,No Degree,918558,Human Rights,Arizona
3774,18-24,1,Locals,High School,354588,Human Rights,Arizona
3775,25-44,1,Locals,High School,943078,Human Rights,Arizona
3776,45+,1,Locals,High School,95593,Human Rights,Arizona
3777,18-24,2,Locals,High School,867490,Human Rights,Arizona
3778,25-44,2,Locals,High School,712917,Human Rights,Arizona
3779,45+,2,Locals,High School,397333,Human Rights,Arizona
3780,18-24,1,Expats,Graduated,104154,Human Rights,Arkansas
3781,25-44,1,Expats,Graduated,346523,Human Rights,Arkansas
3782,45+,1,Expats,Graduated,567276,Human Rights,Arkansas
3783,18-24,2,Expats,Graduated,56516,Human Rights,Arkansas
3784,25-44,2,Expats,Graduated,614346,Human Rights,Arkansas
3785,45+,2,Expats,Graduated,546162,Human Rights,Arkansas
3786,18-24,1,Expats,No Degree,581743,Human Rights,Arkansas
3787,25-44,1,Expats,No Degree,528834,Human Rights,Arkansas
3788,45+,1,Expats,No Degree,66213,Human Rights,Arkansas
3789,18-24,2,Expats,No Degree,51856,Human Rights,Arkansas
3790,25-44,2,Expats,No Degree,99227,Human Rights,Arkansas
3791,45+,2,Expats,No Degree,803078,Human Rights,Arkansas
3792,18-24,1,Expats,High School,6480,Human Rights,Arkansas
3793,25-44,1,Expats,High School,674275,Human Rights,Arkansas
3794,45+,1,Expats,High School,246935,Human Rights,Arkansas
3795,18-24,2,Expats,High School,564323,Human Rights,Arkansas
3796,25-44,2,Expats,High School,970371,Human Rights,Arkansas
3797,45+,2,Expats,High School,888489,Human Rights,Arkansas
3798,18-24,1,Locals,Graduated,2767,Human Rights,Arkansas
3799,25-44,1,Locals,Graduated,876266,Human Rights,Arkansas
3800,45+,1,Locals,Graduated,494212,Human Rights,Arkansas
3801,18-24,2,Locals,Graduated,637987,Human Rights,Arkansas
3802,25-44,2,Locals,Graduated,886715,Human Rights,Arkansas
3803,45+,2,Locals,Graduated,274492,Human Rights,Arkansas
3804,18-24,1,Locals,No Degree,297150,Human Rights,Arkansas
3805,25-44,1,Locals,No Degree,44145,Human Rights,Arkansas
3806,45+,1,Locals,No Degree,240197,Human Rights,Arkansas
3807,18-24,2,Locals,No Degree,981978,Human Rights,Arkansas
3808,25-44,2,Locals,No Degree,390946,Human Rights,Arkansas
3809,45+,2,Locals,No Degree,550555,Human Rights,Arkansas
3810,18-24,1,Locals,High School,102038,Human Rights,Arkansas
3811,25-44,1,Locals,High School,582802,Human Rights,Arkansas
3812,45+,1,Locals,High School,469638,Human Rights,Arkansas
3813,18-24,2,Locals,High School,889257,Human Rights,Arkansas
3814,25-44,2,Locals,High School,488018,Human Rights,Arkansas
3815,45+,2,Locals,High School,110968,Human Rights,Arkansas
3816,18-24,1,Expats,Graduated,170141,Human Rights,California
3817,25-44,1,Expats,Graduated,670942,Human Rights,California
3818,45+,1,Expats,Graduated,983285,Human Rights,California
3819,18-24,2,Expats,Graduated,745857,Human Rights,California
3820,25-44,2,Expats,Graduated,370500,Human Rights,California
3821,45+,2,Expats,Graduated,928843,Human Rights,California
3822,18-24,1,Expats,No Degree,447301,Human Rights,California
3823,25-44,1,Expats,No Degree,160280,Human Rights,California
3824,45+,1,Expats,No Degree,524874,Human Rights,California
3825,18-24,2,Expats,No Degree,221249,Human Rights,California
3826,25-44,2,Expats,No Degree,366808,Human Rights,California
3827,45+,2,Expats,No Degree,756798,Human Rights,California
3828,18-24,1,Expats,High School,887053,Human Rights,California
3829,25-44,1,Expats,High School,139826,Human Rights,California
3830,45+,1,Expats,High School,958912,Human Rights,California
3831,18-24,2,Expats,High School,710036,Human Rights,California
3832,25-44,2,Expats,High School,519729,Human Rights,California
3833,45+,2,Expats,High School,812867,Human Rights,California
3834,18-24,1,Locals,Graduated,502644,Human Rights,California
3835,25-44,1,Locals,Graduated,812820,Human Rights,California
3836,45+,1,Locals,Graduated,821284,Human Rights,California
3837,18-24,2,Locals,Graduated,789304,Human Rights,California
3838,25-44,2,Locals,Graduated,668292,Human Rights,California
3839,45+,2,Locals,Graduated,379209,Human Rights,California
3840,18-24,1,Locals,No Degree,165935,Human Rights,California
3841,25-44,1,Locals,No Degree,503781,Human Rights,California
3842,45+,1,Locals,No Degree,193625,Human Rights,California
3843,18-24,2,Locals,No Degree,305248,Human Rights,California
3844,25-44,2,Locals,No Degree,476184,Human Rights,California
3845,45+,2,Locals,No Degree,485661,Human Rights,California
3846,18-24,1,Locals,High School,792960,Human Rights,California
3847,25-44,1,Locals,High School,158159,Human Rights,California
3848,45+,1,Locals,High School,231295,Human Rights,California
3849,18-24,2,Locals,High School,642438,Human Rights,California
3850,25-44,2,Locals,High School,583286,Human Rights,California
3851,45+,2,Locals,High School,479922,Human Rights,California
3852,18-24,1,Expats,Graduated,683329,Human Rights,Colorado
3853,25-44,1,Expats,Graduated,572862,Human Rights,Colorado
3854,45+,1,Expats,Graduated,793546,Human Rights,Colorado
3855,18-24,2,Expats,Graduated,720172,Human Rights,Colorado
3856,25-44,2,Expats,Graduated,262346,Human Rights,Colorado
3857,45+,2,Expats,Graduated,607752,Human Rights,Colorado
3858,18-24,1,Expats,No Degree,290144,Human Rights,Colorado
3859,25-44,1,Expats,No Degree,647242,Human Rights,Colorado
3860,45+,1,Expats,No Degree,745847,Human Rights,Colorado
3861,18-24,2,Expats,No Degree,847143,Human Rights,Colorado
3862,25-44,2,Expats,No Degree,89436,Human Rights,Colorado
3863,45+,2,Expats,No Degree,982991,Human Rights,Colorado
3864,18-24,1,Expats,High School,413600,Human Rights,Colorado
3865,25-44,1,Expats,High School,282820,Human Rights,Colorado
3866,45+,1,Expats,High School,807823,Human Rights,Colorado
3867,18-24,2,Expats,High School,475399,Human Rights,Colorado
3868,25-44,2,Expats,High School,4469,Human Rights,Colorado
3869,45+,2,Expats,High School,195077,Human Rights,Colorado
3870,18-24,1,Locals,Graduated,655278,Human Rights,Colorado
3871,25-44,1,Locals,Graduated,171480,Human Rights,Colorado
3872,45+,1,Locals,Graduated,342898,Human Rights,Colorado
3873,18-24,2,Locals,Graduated,764653,Human Rights,Colorado
3874,25-44,2,Locals,Graduated,480642,Human Rights,Colorado
3875,45+,2,Locals,Graduated,995143,Human Rights,Colorado
3876,18-24,1,Locals,No Degree,157544,Human Rights,Colorado
3877,25-44,1,Locals,No Degree,551882,Human Rights,Colorado
3878,45+,1,Locals,No Degree,349974,Human Rights,Colorado
3879,18-24,2,Locals,No Degree,251614,Human Rights,Colorado
3880,25-44,2,Locals,No Degree,748592,Human Rights,Colorado
3881,45+,2,Locals,No Degree,56213,Human Rights,Colorado
3882,18-24,1,Locals,High School,898048,Human Rights,Colorado
3883,25-44,1,Locals,High School,469507,Human Rights,Colorado
3884,45+,1,Locals,High School,268940,Human Rights,Colorado
3885,18-24,2,Locals,High School,7603,Human Rights,Colorado
3886,25-44,2,Locals,High School,251511,Human Rights,Colorado
3887,45+,2,Locals,High School,248191,Human Rights,Colorado
3888,18-24,1,Expats,Graduated,690669,Human Rights,Connecticut
3889,25-44,1,Expats,Graduated,283555,Human Rights,Connecticut
3890,45+,1,Expats,Graduated,566924,Human Rights,Connecticut
3891,18-24,2,Expats,Graduated,154610,Human Rights,Connecticut
3892,25-44,2,Expats,Graduated,96401,Human Rights,Connecticut
3893,45+,2,Expats,Graduated,311010,Human Rights,Connecticut
3894,18-24,1,Expats,No Degree,495820,Human Rights,Connecticut
3895,25-44,1,Expats,No Degree,830435,Human Rights,Connecticut
3896,45+,1,Expats,No Degree,729228,Human Rights,Connecticut
3897,18-24,2,Expats,No Degree,470276,Human Rights,Connecticut
3898,25-44,2,Expats,No Degree,441062,Human Rights,Connecticut
3899,45+,2,Expats,No Degree,996925,Human Rights,Connecticut
3900,18-24,1,Expats,High School,880480,Human Rights,Connecticut
3901,25-44,1,Expats,High School,137166,Human Rights,Connecticut
3902,45+,1,Expats,High School,26666,Human Rights,Connecticut
3903,18-24,2,Expats,High School,326729,Human Rights,Connecticut
3904,25-44,2,Expats,High School,482731,Human Rights,Connecticut
3905,45+,2,Expats,High School,3933,Human Rights,Connecticut
3906,18-24,1,Locals,Graduated,303685,Human Rights,Connecticut
3907,25-44,1,Locals,Graduated,42419,Human Rights,Connecticut
3908,45+,1,Locals,Graduated,294066,Human Rights,Connecticut
3909,18-24,2,Locals,Graduated,588990,Human Rights,Connecticut
3910,25-44,2,Locals,Graduated,47221,Human Rights,Connecticut
3911,45+,2,Locals,Graduated,663549,Human Rights,Connecticut
3912,18-24,1,Locals,No Degree,574409,Human Rights,Connecticut
3913,25-44,1,Locals,No Degree,22247,Human Rights,Connecticut
3914,45+,1,Locals,No Degree,99065,Human Rights,Connecticut
3915,18-24,2,Locals,No Degree,440527,Human Rights,Connecticut
3916,25-44,2,Locals,No Degree,812666,Human Rights,Connecticut
3917,45+,2,Locals,No Degree,533652,Human Rights,Connecticut
3918,18-24,1,Locals,High School,878501,Human Rights,Connecticut
3919,25-44,1,Locals,High School,819199,Human Rights,Connecticut
3920,45+,1,Locals,High School,192511,Human Rights,Connecticut
3921,18-24,2,Locals,High School,692203,Human Rights,Connecticut
3922,25-44,2,Locals,High School,398459,Human Rights,Connecticut
3923,45+,2,Locals,High School,429875,Human Rights,Connecticut
3924,18-24,1,Expats,Graduated,499637,Human Rights,Delaware
3925,25-44,1,Expats,Graduated,495815,Human Rights,Delaware
3926,45+,1,Expats,Graduated,810891,Human Rights,Delaware
3927,18-24,2,Expats,Graduated,64037,Human Rights,Delaware
3928,25-44,2,Expats,Graduated,981932,Human Rights,Delaware
3929,45+,2,Expats,Graduated,444576,Human Rights,Delaware
3930,18-24,1,Expats,No Degree,983809,Human Rights,Delaware
3931,25-44,1,Expats,No Degree,793520,Human Rights,Delaware
3932,45+,1,Expats,No Degree,904862,Human Rights,Delaware
3933,18-24,2,Expats,No Degree,139657,Human Rights,Delaware
3934,25-44,2,Expats,No Degree,886224,Human Rights,Delaware
3935,45+,2,Expats,No Degree,397354,Human Rights,Delaware
3936,18-24,1,Expats,High School,322332,Human Rights,Delaware
3937,25-44,1,Expats,High School,378099,Human Rights,Delaware
3938,45+,1,Expats,High School,626575,Human Rights,Delaware
3939,18-24,2,Expats,High School,82960,Human Rights,Delaware
3940,25-44,2,Expats,High School,436314,Human Rights,Delaware
3941,45+,2,Expats,High School,595489,Human Rights,Delaware
3942,18-24,1,Locals,Graduated,307112,Human Rights,Delaware
3943,25-44,1,Locals,Graduated,72349,Human Rights,Delaware
3944,45+,1,Locals,Graduated,965316,Human Rights,Delaware
3945,18-24,2,Locals,Graduated,291429,Human Rights,Delaware
3946,25-44,2,Locals,Graduated,117129,Human Rights,Delaware
3947,45+,2,Locals,Graduated,514098,Human Rights,Delaware
3948,18-24,1,Locals,No Degree,747327,Human Rights,Delaware
3949,25-44,1,Locals,No Degree,500534,Human Rights,Delaware
3950,45+,1,Locals,No Degree,640443,Human Rights,Delaware
3951,18-24,2,Locals,No Degree,333674,Human Rights,Delaware
3952,25-44,2,Locals,No Degree,135597,Human Rights,Delaware
3953,45+,2,Locals,No Degree,583561,Human Rights,Delaware
3954,18-24,1,Locals,High School,721175,Human Rights,Delaware
3955,25-44,1,Locals,High School,687299,Human Rights,Delaware
3956,45+,1,Locals,High School,174089,Human Rights,Delaware
3957,18-24,2,Locals,High School,925246,Human Rights,Delaware
3958,25-44,2,Locals,High School,306919,Human Rights,Delaware
3959,45+,2,Locals,High School,472985,Human Rights,Delaware
3960,18-24,1,Expats,Graduated,678181,Human Rights,District of Columbia
3961,25-44,1,Expats,Graduated,633766,Human Rights,District of Columbia
3962,45+,1,Expats,Graduated,262710,Human Rights,District of Columbia
3963,18-24,2,Expats,Graduated,832109,Human Rights,District of Columbia
3964,25-44,2,Expats,Graduated,885420,Human Rights,District of Columbia
3965,45+,2,Expats,Graduated,840731,Human Rights,District of Columbia
3966,18-24,1,Expats,No Degree,647814,Human Rights,District of Columbia
3967,25-44,1,Expats,No Degree,476140,Human Rights,District of Columbia
3968,45+,1,Expats,No Degree,22,Human Rights,District of Columbia
3969,18-24,2,Expats,No Degree,810197,Human Rights,District of Columbia
3970,25-44,2,Expats,No Degree,81004,Human Rights,District of Columbia
3971,45+,2,Expats,No Degree,569246,Human Rights,District of Columbia
3972,18-24,1,Expats,High School,987570,Human Rights,District of Columbia
3973,25-44,1,Expats,High School,211374,Human Rights,District of Columbia
3974,45+,1,Expats,High School,738395,Human Rights,District of Columbia
3975,18-24,2,Expats,High School,218848,Human Rights,District of Columbia
3976,25-44,2,Expats,High School,845234,Human Rights,District of Columbia
3977,45+,2,Expats,High School,803405,Human Rights,District of Columbia
3978,18-24,1,Locals,Graduated,298,Human Rights,District of Columbia
3979,25-44,1,Locals,Graduated,743548,Human Rights,District of Columbia
3980,45+,1,Locals,Graduated,466515,Human Rights,District of Columbia
3981,18-24,2,Locals,Graduated,437410,Human Rights,District of Columbia
3982,25-44,2,Locals,Graduated,749905,Human Rights,District of Columbia
3983,45+,2,Locals,Graduated,854801,Human Rights,District of Columbia
3984,18-24,1,Locals,No Degree,752084,Human Rights,District of Columbia
3985,25-44,1,Locals,No Degree,799029,Human Rights,District of Columbia
3986,45+,1,Locals,No Degree,598797,Human Rights,District of Columbia
3987,18-24,2,Locals,No Degree,941271,Human Rights,District of Columbia
3988,25-44,2,Locals,No Degree,438961,Human Rights,District of Columbia
3989,45+,2,Locals,No Degree,466142,Human Rights,District of Columbia
3990,18-24,1,Locals,High School,68974,Human Rights,District of Columbia
3991,25-44,1,Locals,High School,197031,Human Rights,District of Columbia
3992,45+,1,Locals,High School,261955,Human Rights,District of Columbia
3993,18-24,2,Locals,High School,777914,Human Rights,District of Columbia
3994,25-44,2,Locals,High School,199753,Human Rights,District of Columbia
3995,45+,2,Locals,High School,828464,Human Rights,District of Columbia
3996,18-24,1,Expats,Graduated,911333,Human Rights,Florida
3997,25-44,1,Expats,Graduated,291235,Human Rights,Florida
3998,45+,1,Expats,Graduated,647949,Human Rights,Florida
3999,18-24,2,Expats,Graduated,525442,Human Rights,Florida
4000,25-44,2,Expats,Graduated,556848,Human Rights,Florida
4001,45+,2,Expats,Graduated,251110,Human Rights,Florida
4002,18-24,1,Expats,No Degree,336488,Human Rights,Florida
4003,25-44,1,Expats,No Degree,226974,Human Rights,Florida
4004,45+,1,Expats,No Degree,283548,Human Rights,Florida
4005,18-24,2,Expats,No Degree,618237,Human Rights,Florida
4006,25-44,2,Expats,No Degree,153176,Human Rights,Florida
4007,45+,2,Expats,No Degree,300821,Human Rights,Florida
4008,18-24,1,Expats,High School,849347,Human Rights,Florida
4009,25-44,1,Expats,High School,958347,Human Rights,Florida
4010,45+,1,Expats,High School,88825,Human Rights,Florida
4011,18-24,2,Expats,High School,638281,Human Rights,Florida
4012,25-44,2,Expats,High School,444706,Human Rights,Florida
4013,45+,2,Expats,High School,182094,Human Rights,Florida
4014,18-24,1,Locals,Graduated,730009,Human Rights,Florida
4015,25-44,1,Locals,Graduated,324502,Human Rights,Florida
4016,45+,1,Locals,Graduated,937483,Human Rights,Florida
4017,18-24,2,Locals,Graduated,855049,Human Rights,Florida
4018,25-44,2,Locals,Graduated,154137,Human Rights,Florida
4019,45+,2,Locals,Graduated,916648,Human Rights,Florida
4020,18-24,1,Locals,No Degree,481670,Human Rights,Florida
4021,25-44,1,Locals,No Degree,871708,Human Rights,Florida
4022,45+,1,Locals,No Degree,83856,Human Rights,Florida
4023,18-24,2,Locals,No Degree,777601,Human Rights,Florida
4024,25-44,2,Locals,No Degree,866893,Human Rights,Florida
4025,45+,2,Locals,No Degree,30902,Human Rights,Florida
4026,18-24,1,Locals,High School,990522,Human Rights,Florida
4027,25-44,1,Locals,High School,730788,Human Rights,Florida
4028,45+,1,Locals,High School,560839,Human Rights,Florida
4029,18-24,2,Locals,High School,144704,Human Rights,Florida
4030,25-44,2,Locals,High School,50819,Human Rights,Florida
4031,45+,2,Locals,High School,555837,Human Rights,Florida
4032,18-24,1,Expats,Graduated,72300,Human Rights,Georgia
4033,25-44,1,Expats,Graduated,807893,Human Rights,Georgia
4034,45+,1,Expats,Graduated,198591,Human Rights,Georgia
4035,18-24,2,Expats,Graduated,371062,Human Rights,Georgia
4036,25-44,2,Expats,Graduated,971234,Human Rights,Georgia
4037,45+,2,Expats,Graduated,428926,Human Rights,Georgia
4038,18-24,1,Expats,No Degree,444589,Human Rights,Georgia
4039,25-44,1,Expats,No Degree,236908,Human Rights,Georgia
4040,45+,1,Expats,No Degree,195768,Human Rights,Georgia
4041,18-24,2,Expats,No Degree,74733,Human Rights,Georgia
4042,25-44,2,Expats,No Degree,861024,Human Rights,Georgia
4043,45+,2,Expats,No Degree,444854,Human Rights,Georgia
4044,18-24,1,Expats,High School,579853,Human Rights,Georgia
4045,25-44,1,Expats,High School,255270,Human Rights,Georgia
4046,45+,1,Expats,High School,315310,Human Rights,Georgia
4047,18-24,2,Expats,High School,130355,Human Rights,Georgia
4048,25-44,2,Expats,High School,309389,Human Rights,Georgia
4049,45+,2,Expats,High School,240052,Human Rights,Georgia
4050,18-24,1,Locals,Graduated,428884,Human Rights,Georgia
4051,25-44,1,Locals,Graduated,720445,Human Rights,Georgia
4052,45+,1,Locals,Graduated,774411,Human Rights,Georgia
4053,18-24,2,Locals,Graduated,615601,Human Rights,Georgia
4054,25-44,2,Locals,Graduated,460888,Human Rights,Georgia
4055,45+,2,Locals,Graduated,941283,Human Rights,Georgia
4056,18-24,1,Locals,No Degree,628964,Human Rights,Georgia
4057,25-44,1,Locals,No Degree,488102,Human Rights,Georgia
4058,45+,1,Locals,No Degree,467903,Human Rights,Georgia
4059,18-24,2,Locals,No Degree,37314,Human Rights,Georgia
4060,25-44,2,Locals,No Degree,900908,Human Rights,Georgia
4061,45+,2,Locals,No Degree,468855,Human Rights,Georgia
4062,18-24,1,Locals,High School,70495,Human Rights,Georgia
4063,25-44,1,Locals,High School,597712,Human Rights,Georgia
4064,45+,1,Locals,High School,490502,Human Rights,Georgia
4065,18-24,2,Locals,High School,140974,Human Rights,Georgia
4066,25-44,2,Locals,High School,816786,Human Rights,Georgia
4067,45+,2,Locals,High School,363129,Human Rights,Georgia
4068,18-24,1,Expats,Graduated,230325,Human Rights,Hawaii
4069,25-44,1,Expats,Graduated,587922,Human Rights,Hawaii
4070,45+,1,Expats,Graduated,272374,Human Rights,Hawaii
4071,18-24,2,Expats,Graduated,184216,Human Rights,Hawaii
4072,25-44,2,Expats,Graduated,804066,Human Rights,Hawaii
4073,45+,2,Expats,Graduated,983446,Human Rights,Hawaii
4074,18-24,1,Expats,No Degree,711051,Human Rights,Hawaii
4075,25-44,1,Expats,No Degree,702202,Human Rights,Hawaii
4076,45+,1,Expats,No Degree,713590,Human Rights,Hawaii
4077,18-24,2,Expats,No Degree,564726,Human Rights,Hawaii
4078,25-44,2,Expats,No Degree,938862,Human Rights,Hawaii
4079,45+,2,Expats,No Degree,10803,Human Rights,Hawaii
4080,18-24,1,Expats,High School,953580,Human Rights,Hawaii
4081,25-44,1,Expats,High School,8117,Human Rights,Hawaii
4082,45+,1,Expats,High School,753366,Human Rights,Hawaii
4083,18-24,2,Expats,High School,115239,Human Rights,Hawaii
4084,25-44,2,Expats,High School,651509,Human Rights,Hawaii
4085,45+,2,Expats,High School,695420,Human Rights,Hawaii
4086,18-24,1,Locals,Graduated,175013,Human Rights,Hawaii
4087,25-44,1,Locals,Graduated,617054,Human Rights,Hawaii
4088,45+,1,Locals,Graduated,755841,Human Rights,Hawaii
4089,18-24,2,Locals,Graduated,50413,Human Rights,Hawaii
4090,25-44,2,Locals,Graduated,260872,Human Rights,Hawaii
4091,45+,2,Locals,Graduated,76640,Human Rights,Hawaii
4092,18-24,1,Locals,No Degree,230564,Human Rights,Hawaii
4093,25-44,1,Locals,No Degree,657071,Human Rights,Hawaii
4094,45+,1,Locals,No Degree,477037,Human Rights,Hawaii
4095,18-24,2,Locals,No Degree,296299,Human Rights,Hawaii
4096,25-44,2,Locals,No Degree,850107,Human Rights,Hawaii
4097,45+,2,Locals,No Degree,922916,Human Rights,Hawaii
4098,18-24,1,Locals,High School,845595,Human Rights,Hawaii
4099,25-44,1,Locals,High School,696711,Human Rights,Hawaii
4100,45+,1,Locals,High School,44167,Human Rights,Hawaii
4101,18-24,2,Locals,High School,124172,Human Rights,Hawaii
4102,25-44,2,Locals,High School,34352,Human Rights,Hawaii
4103,45+,2,Locals,High School,686802,Human Rights,Hawaii
4104,18-24,1,Expats,Graduated,225906,Human Rights,Idaho
4105,25-44,1,Expats,Graduated,435685,Human Rights,Idaho
4106,45+,1,Expats,Graduated,65586,Human Rights,Idaho
4107,18-24,2,Expats,Graduated,955349,Human Rights,Idaho
4108,25-44,2,Expats,Graduated,839734,Human Rights,Idaho
4109,45+,2,Expats,Graduated,404850,Human Rights,Idaho
4110,18-24,1,Expats,No Degree,120032,Human Rights,Idaho
4111,25-44,1,Expats,No Degree,238652,Human Rights,Idaho
4112,45+,1,Expats,No Degree,677635,Human Rights,Idaho
4113,18-24,2,Expats,No Degree,198356,Human Rights,Idaho
4114,25-44,2,Expats,No Degree,627336,Human Rights,Idaho
4115,45+,2,Expats,No Degree,38492,Human Rights,Idaho
4116,18-24,1,Expats,High School,429397,Human Rights,Idaho
4117,25-44,1,Expats,High School,452097,Human Rights,Idaho
4118,45+,1,Expats,High School,529936,Human Rights,Idaho
4119,18-24,2,Expats,High School,978392,Human Rights,Idaho
4120,25-44,2,Expats,High School,279833,Human Rights,Idaho
4121,45+,2,Expats,High School,592590,Human Rights,Idaho
4122,18-24,1,Locals,Graduated,192562,Human Rights,Idaho
4123,25-44,1,Locals,Graduated,943223,Human Rights,Idaho
4124,45+,1,Locals,Graduated,931814,Human Rights,Idaho
4125,18-24,2,Locals,Graduated,49525,Human Rights,Idaho
4126,25-44,2,Locals,Graduated,860421,Human Rights,Idaho
4127,45+,2,Locals,Graduated,529106,Human Rights,Idaho
4128,18-24,1,Locals,No Degree,125663,Human Rights,Idaho
4129,25-44,1,Locals,No Degree,249552,Human Rights,Idaho
4130,45+,1,Locals,No Degree,970859,Human Rights,Idaho
4131,18-24,2,Locals,No Degree,40672,Human Rights,Idaho
4132,25-44,2,Locals,No Degree,788451,Human Rights,Idaho
4133,45+,2,Locals,No Degree,731224,Human Rights,Idaho
4134,18-24,1,Locals,High School,331352,Human Rights,Idaho
4135,25-44,1,Locals,High School,979854,Human Rights,Idaho
4136,45+,1,Locals,High School,141927,Human Rights,Idaho
4137,18-24,2,Locals,High School,686393,Human Rights,Idaho
4138,25-44,2,Locals,High School,419580,Human Rights,Idaho
4139,45+,2,Locals,High School,48726,Human Rights,Idaho
4140,18-24,1,Expats,Graduated,512372,Human Rights,Illinois
4141,25-44,1,Expats,Graduated,712060,Human Rights,Illinois
4142,45+,1,Expats,Graduated,129614,Human Rights,Illinois
4143,18-24,2,Expats,Graduated,598641,Human Rights,Illinois
4144,25-44,2,Expats,Graduated,440304,Human Rights,Illinois
4145,45+,2,Expats,Graduated,134457,Human Rights,Illinois
4146,18-24,1,Expats,No Degree,60156,Human Rights,Illinois
4147,25-44,1,Expats,No Degree,790403,Human Rights,Illinois
4148,45+,1,Expats,No Degree,489139,Human Rights,Illinois
4149,18-24,2,Expats,No Degree,678804,Human Rights,Illinois
4150,25-44,2,Expats,No Degree,1587,Human Rights,Illinois
4151,45+,2,Expats,No Degree,174194,Human Rights,Illinois
4152,18-24,1,Expats,High School,890639,Human Rights,Illinois
4153,25-44,1,Expats,High School,439204,Human Rights,Illinois
4154,45+,1,Expats,High School,665159,Human Rights,Illinois
4155,18-24,2,Expats,High School,957911,Human Rights,Illinois
4156,25-44,2,Expats,High School,699283,Human Rights,Illinois
4157,45+,2,Expats,High School,822337,Human Rights,Illinois
4158,18-24,1,Locals,Graduated,2795,Human Rights,Illinois
4159,25-44,1,Locals,Graduated,498014,Human Rights,Illinois
4160,45+,1,Locals,Graduated,398042,Human Rights,Illinois
4161,18-24,2,Locals,Graduated,678153,Human Rights,Illinois
4162,25-44,2,Locals,Graduated,749020,Human Rights,Illinois
4163,45+,2,Locals,Graduated,304554,Human Rights,Illinois
4164,18-24,1,Locals,No Degree,60194,Human Rights,Illinois
4165,25-44,1,Locals,No Degree,643989,Human Rights,Illinois
4166,45+,1,Locals,No Degree,969808,Human Rights,Illinois
4167,18-24,2,Locals,No Degree,849819,Human Rights,Illinois
4168,25-44,2,Locals,No Degree,95746,Human Rights,Illinois
4169,45+,2,Locals,No Degree,469800,Human Rights,Illinois
4170,18-24,1,Locals,High School,457431,Human Rights,Illinois
4171,25-44,1,Locals,High School,683059,Human Rights,Illinois
4172,45+,1,Locals,High School,454658,Human Rights,Illinois
4173,18-24,2,Locals,High School,550102,Human Rights,Illinois
4174,25-44,2,Locals,High School,872657,Human Rights,Illinois
4175,45+,2,Locals,High School,136988,Human Rights,Illinois
4176,18-24,1,Expats,Graduated,151956,Human Rights,Indiana
4177,25-44,1,Expats,Graduated,675349,Human Rights,Indiana
4178,45+,1,Expats,Graduated,503595,Human Rights,Indiana
4179,18-24,2,Expats,Graduated,797183,Human Rights,Indiana
4180,25-44,2,Expats,Graduated,486230,Human Rights,Indiana
4181,45+,2,Expats,Graduated,661620,Human Rights,Indiana
4182,18-24,1,Expats,No Degree,391523,Human Rights,Indiana
